question_id	service_index	service_key	service_name_short	service_name_full	category	question_text	expected_service_hint	aliases_hint	question_profile	negative_terms
Q001_20	001	service_001	Передача транспорта инвалидам	Осуществление передачи легковых автомобилей и транспортных средств в собственность инвалидов	03_условия_и_ограничения_простыми_словами	могут ли отказать, если машина уже была раньше или есть другое авто?	автомобиль для инвалида	передача автомобиля инвалиду; транспортное средство инвалиду; легковой автомобиль инвалиду; автомобиль в собственность; инвалид; ТСР транспорт; передача транспорта; автомобиль для инвалида	disabled_vehicle	коляска;слуховой аппарат;холодильник;дрова
Q001_21	001	service_001	Передача транспорта инвалидам	Осуществление передачи легковых автомобилей и транспортных средств в собственность инвалидов	03_условия_и_ограничения_простыми_словами	есть ли ограничения по доходу, возрасту или статусу при оформлении этой меры?	автомобиль для инвалида	передача автомобиля инвалиду; транспортное средство инвалиду; легковой автомобиль инвалиду; автомобиль в собственность; инвалид; ТСР транспорт; передача транспорта; автомобиль для инвалида	disabled_vehicle	коляска;слуховой аппарат;холодильник;дрова
Q001_22	001	service_001	Передача транспорта инвалидам	Осуществление передачи легковых автомобилей и транспортных средств в собственность инвалидов	04_документы_и_справки	какие документы нужны для заявления на автомобиль для инвалида?	автомобиль для инвалида	передача автомобиля инвалиду; транспортное средство инвалиду; легковой автомобиль инвалиду; автомобиль в собственность; инвалид; ТСР транспорт; передача транспорта; автомобиль для инвалида	disabled_vehicle	коляска;слуховой аппарат;холодильник;дрова
Q001_23	001	service_001	Передача транспорта инвалидам	Осуществление передачи легковых автомобилей и транспортных средств в собственность инвалидов	04_документы_и_справки	нужно ли подтверждать инвалидность и нуждаемость в транспорте, чтобы оформить автомобиль для инвалида?	автомобиль для инвалида	передача автомобиля инвалиду; транспортное средство инвалиду; легковой автомобиль инвалиду; автомобиль в собственность; инвалид; ТСР транспорт; передача транспорта; автомобиль для инвалида	disabled_vehicle	коляска;слуховой аппарат;холодильник;дрова
Q001_24	001	service_001	Передача транспорта инвалидам	Осуществление передачи легковых автомобилей и транспортных средств в собственность инвалидов	04_документы_и_справки	если часть справок потерялась, можно ли всё равно подать заявление на автомобиль для инвалида?	автомобиль для инвалида	передача автомобиля инвалиду; транспортное средство инвалиду; легковой автомобиль инвалиду; автомобиль в собственность; инвалид; ТСР транспорт; передача транспорта; автомобиль для инвалида	disabled_vehicle	коляска;слуховой аппарат;холодильник;дрова
Q001_25	001	service_001	Передача транспорта инвалидам	Осуществление передачи легковых автомобилей и транспортных средств в собственность инвалидов	05_куда_и_как_подать	куда подавать заявление на автомобиль для инвалида: в соцзащиту, МФЦ или через Госуслуги?	автомобиль для инвалида	передача автомобиля инвалиду; транспортное средство инвалиду; легковой автомобиль инвалиду; автомобиль в собственность; инвалид; ТСР транспорт; передача транспорта; автомобиль для инвалида	disabled_vehicle	коляска;слуховой аппарат;холодильник;дрова
Q001_26	001	service_001	Передача транспорта инвалидам	Осуществление передачи легковых автомобилей и транспортных средств в собственность инвалидов	05_куда_и_как_подать	можно ли оформить автомобиль для инвалида онлайн?	автомобиль для инвалида	передача автомобиля инвалиду; транспортное средство инвалиду; легковой автомобиль инвалиду; автомобиль в собственность; инвалид; ТСР транспорт; передача транспорта; автомобиль для инвалида	disabled_vehicle	коляска;слуховой аппарат;холодильник;дрова
Q001_27	001	service_001	Передача транспорта инвалидам	Осуществление передачи легковых автомобилей и транспортных средств в собственность инвалидов	05_куда_и_как_подать	нужно ли лично приходить, чтобы подать заявление на автомобиль для инвалида?	автомобиль для инвалида	передача автомобиля инвалиду; транспортное средство инвалиду; легковой автомобиль инвалиду; автомобиль в собственность; инвалид; ТСР транспорт; передача транспорта; автомобиль для инвалида	disabled_vehicle	коляска;слуховой аппарат;холодильник;дрова
Q001_28	001	service_001	Передача транспорта инвалидам	Осуществление передачи легковых автомобилей и транспортных средств в собственность инвалидов	06_сроки_и_когда_будет_результат	сколько рассматривают заявление на автомобиль для инвалида?	автомобиль для инвалида	передача автомобиля инвалиду; транспортное средство инвалиду; легковой автомобиль инвалиду; автомобиль в собственность; инвалид; ТСР транспорт; передача транспорта; автомобиль для инвалида	disabled_vehicle	коляска;слуховой аппарат;холодильник;дрова
Q001_29	001	service_001	Передача транспорта инвалидам	Осуществление передачи легковых автомобилей и транспортных средств в собственность инвалидов	06_сроки_и_когда_будет_результат	когда сообщат решение, если я подал заявление на автомобиль для инвалида?	автомобиль для инвалида	передача автомобиля инвалиду; транспортное средство инвалиду; легковой автомобиль инвалиду; автомобиль в собственность; инвалид; ТСР транспорт; передача транспорта; автомобиль для инвалида	disabled_vehicle	коляска;слуховой аппарат;холодильник;дрова
Q001_30	001	service_001	Передача транспорта инвалидам	Осуществление передачи легковых автомобилей и транспортных средств в собственность инвалидов	06_сроки_и_когда_будет_результат	через сколько после одобрения будет выплата или другой результат?	автомобиль для инвалида	передача автомобиля инвалиду; транспортное средство инвалиду; легковой автомобиль инвалиду; автомобиль в собственность; инвалид; ТСР транспорт; передача транспорта; автомобиль для инвалида	disabled_vehicle	коляска;слуховой аппарат;холодильник;дрова
Q001_31	001	service_001	Передача транспорта инвалидам	Осуществление передачи легковых автомобилей и транспортных средств в собственность инвалидов	07_деньги_размер_и_периодичность	какую сумму могут выплатить или компенсировать по этой мере?	автомобиль для инвалида	передача автомобиля инвалиду; транспортное средство инвалиду; легковой автомобиль инвалиду; автомобиль в собственность; инвалид; ТСР транспорт; передача транспорта; автомобиль для инвалида	disabled_vehicle	коляска;слуховой аппарат;холодильник;дрова
Q001_32	001	service_001	Передача транспорта инвалидам	Осуществление передачи легковых автомобилей и транспортных средств в собственность инвалидов	07_деньги_размер_и_периодичность	это разовая помощь, ежемесячная выплата или просто оформление права?	автомобиль для инвалида	передача автомобиля инвалиду; транспортное средство инвалиду; легковой автомобиль инвалиду; автомобиль в собственность; инвалид; ТСР транспорт; передача транспорта; автомобиль для инвалида	disabled_vehicle	коляска;слуховой аппарат;холодильник;дрова
Q001_33	001	service_001	Передача транспорта инвалидам	Осуществление передачи легковых автомобилей и транспортных средств в собственность инвалидов	07_деньги_размер_и_периодичность	как рассчитывают размер помощи, если по этой мере предусмотрены деньги?	автомобиль для инвалида	передача автомобиля инвалиду; транспортное средство инвалиду; легковой автомобиль инвалиду; автомобиль в собственность; инвалид; ТСР транспорт; передача транспорта; автомобиль для инвалида	disabled_vehicle	коляска;слуховой аппарат;холодильник;дрова
Q001_34	001	service_001	Передача транспорта инвалидам	Осуществление передачи легковых автомобилей и транспортных средств в собственность инвалидов	08_отказ_и_что_делать_дальше	по каким причинам могут отказать в заявлении на автомобиль для инвалида?	автомобиль для инвалида	передача автомобиля инвалиду; транспортное средство инвалиду; легковой автомобиль инвалиду; автомобиль в собственность; инвалид; ТСР транспорт; передача транспорта; автомобиль для инвалида	disabled_vehicle	коляска;слуховой аппарат;холодильник;дрова
Q001_35	001	service_001	Передача транспорта инвалидам	Осуществление передачи легковых автомобилей и транспортных средств в собственность инвалидов	08_отказ_и_что_делать_дальше	если отказали, можно ли потом снова подать заявление на автомобиль для инвалида?	автомобиль для инвалида	передача автомобиля инвалиду; транспортное средство инвалиду; легковой автомобиль инвалиду; автомобиль в собственность; инвалид; ТСР транспорт; передача транспорта; автомобиль для инвалида	disabled_vehicle	коляска;слуховой аппарат;холодильник;дрова
Q001_36	001	service_001	Передача транспорта инвалидам	Осуществление передачи легковых автомобилей и транспортных средств в собственность инвалидов	08_отказ_и_что_делать_дальше	как обжаловать отказ, если мне не одобрили автомобиль для инвалида?	автомобиль для инвалида	передача автомобиля инвалиду; транспортное средство инвалиду; легковой автомобиль инвалиду; автомобиль в собственность; инвалид; ТСР транспорт; передача транспорта; автомобиль для инвалида	disabled_vehicle	коляска;слуховой аппарат;холодильник;дрова
Q001_37	001	service_001	Передача транспорта инвалидам	Осуществление передачи легковых автомобилей и транспортных средств в собственность инвалидов	09_родственник_представитель_доверенность	может ли родственник подать за меня заявление на автомобиль для инвалида?	автомобиль для инвалида	передача автомобиля инвалиду; транспортное средство инвалиду; легковой автомобиль инвалиду; автомобиль в собственность; инвалид; ТСР транспорт; передача транспорта; автомобиль для инвалида	disabled_vehicle	коляска;слуховой аппарат;холодильник;дрова
Q001_38	001	service_001	Передача транспорта инвалидам	Осуществление передачи легковых автомобилей и транспортных средств в собственность инвалидов	09_родственник_представитель_доверенность	нужна ли доверенность представителю, если он оформляет автомобиль для инвалида?	автомобиль для инвалида	передача автомобиля инвалиду; транспортное средство инвалиду; легковой автомобиль инвалиду; автомобиль в собственность; инвалид; ТСР транспорт; передача транспорта; автомобиль для инвалида	disabled_vehicle	коляска;слуховой аппарат;холодильник;дрова
Q001_39	001	service_001	Передача транспорта инвалидам	Осуществление передачи легковых автомобилей и транспортных средств в собственность инвалидов	09_родственник_представитель_доверенность	какие документы нужны представителю для заявления на автомобиль для инвалида?	автомобиль для инвалида	передача автомобиля инвалиду; транспортное средство инвалиду; легковой автомобиль инвалиду; автомобиль в собственность; инвалид; ТСР транспорт; передача транспорта; автомобиль для инвалида	disabled_vehicle	коляска;слуховой аппарат;холодильник;дрова
Q001_40	001	service_001	Передача транспорта инвалидам	Осуществление передачи легковых автомобилей и транспортных средств в собственность инвалидов	10_повторно_изменения_ошибки	можно ли повторно обратиться за автомобиль для инвалида?	автомобиль для инвалида	передача автомобиля инвалиду; транспортное средство инвалиду; легковой автомобиль инвалиду; автомобиль в собственность; инвалид; ТСР транспорт; передача транспорта; автомобиль для инвалида	disabled_vehicle	коляска;слуховой аппарат;холодильник;дрова
Q001_41	001	service_001	Передача транспорта инвалидам	Осуществление передачи легковых автомобилей и транспортных средств в собственность инвалидов	10_повторно_изменения_ошибки	что делать, если после подачи заявления на автомобиль для инвалида изменились обстоятельства?	автомобиль для инвалида	передача автомобиля инвалиду; транспортное средство инвалиду; легковой автомобиль инвалиду; автомобиль в собственность; инвалид; ТСР транспорт; передача транспорта; автомобиль для инвалида	disabled_vehicle	коляска;слуховой аппарат;холодильник;дрова
Q001_42	001	service_001	Передача транспорта инвалидам	Осуществление передачи легковых автомобилей и транспортных средств в собственность инвалидов	10_повторно_изменения_ошибки	нашёл ошибку в заявлении на автомобиль для инвалида, как её исправить?	автомобиль для инвалида	передача автомобиля инвалиду; транспортное средство инвалиду; легковой автомобиль инвалиду; автомобиль в собственность; инвалид; ТСР транспорт; передача транспорта; автомобиль для инвалида	disabled_vehicle	коляска;слуховой аппарат;холодильник;дрова
Q002_01	002	service_002	Жилье ветеранам ВОВ	Обеспечение жильем ветеранов Великой Отечественной войны	01_как_пишет_человек_в_чате	ветерану ВОВ негде нормально жить, можно ли получить помощь от соцзащиты?	жильё ветерану войны	жилье ветеранам ВОВ; обеспечение жильем; ветераны Великой Отечественной войны; улучшение жилищных условий; жилое помещение ветерану; субсидия на жилье; ветеран ВОВ; жилье участникам войны	ww2_housing	
Q002_02	002	service_002	Жилье ветеранам ВОВ	Обеспечение жильем ветеранов Великой Отечественной войны	01_как_пишет_человек_в_чате	я ветеран Великой Отечественной войны, могу ли подать заявление на жильё ветерану войны?	жильё ветерану войны	жилье ветеранам ВОВ; обеспечение жильем; ветераны Великой Отечественной войны; улучшение жилищных условий; жилое помещение ветерану; субсидия на жилье; ветеран ВОВ; жилье участникам войны	ww2_housing	
Q002_03	002	service_002	Жилье ветеранам ВОВ	Обеспечение жильем ветеранов Великой Отечественной войны	01_как_пишет_человек_в_чате	подскажите простыми словами, как оформить жильё ветерану войны?	жильё ветерану войны	жилье ветеранам ВОВ; обеспечение жильем; ветераны Великой Отечественной войны; улучшение жилищных условий; жилое помещение ветерану; субсидия на жилье; ветеран ВОВ; жилье участникам войны	ww2_housing	
Q002_04	002	service_002	Жилье ветеранам ВОВ	Обеспечение жильем ветеранов Великой Отечественной войны	01_как_пишет_человек_в_чате	куда идти, чтобы оформить жильё ветерану войны?	жильё ветерану войны	жилье ветеранам ВОВ; обеспечение жильем; ветераны Великой Отечественной войны; улучшение жилищных условий; жилое помещение ветерану; субсидия на жилье; ветеран ВОВ; жилье участникам войны	ww2_housing	
Q002_05	002	service_002	Жилье ветеранам ВОВ	Обеспечение жильем ветеранов Великой Отечественной войны	01_как_пишет_человек_в_чате	что нужно, чтобы получить жильё ветерану войны без лишней беготни?	жильё ветерану войны	жилье ветеранам ВОВ; обеспечение жильем; ветераны Великой Отечественной войны; улучшение жилищных условий; жилое помещение ветерану; субсидия на жилье; ветеран ВОВ; жилье участникам войны	ww2_housing	
Q002_06	002	service_002	Жилье ветеранам ВОВ	Обеспечение жильем ветеранов Великой Отечественной войны	01_как_пишет_человек_в_чате	можно ли подать заявление на жильё ветерану войны через МФЦ или Госуслуги?	жильё ветерану войны	жилье ветеранам ВОВ; обеспечение жильем; ветераны Великой Отечественной войны; улучшение жилищных условий; жилое помещение ветерану; субсидия на жилье; ветеран ВОВ; жилье участникам войны	ww2_housing	
Q002_07	002	service_002	Жилье ветеранам ВОВ	Обеспечение жильем ветеранов Великой Отечественной войны	01_как_пишет_человек_в_чате	какие бумаги собрать для заявления на жильё ветерану войны?	жильё ветерану войны	жилье ветеранам ВОВ; обеспечение жильем; ветераны Великой Отечественной войны; улучшение жилищных условий; жилое помещение ветерану; субсидия на жилье; ветеран ВОВ; жилье участникам войны	ww2_housing	
Q002_08	002	service_002	Жилье ветеранам ВОВ	Обеспечение жильем ветеранов Великой Отечественной войны	01_как_пишет_человек_в_чате	сколько времени обычно занимает рассмотрение заявления на жильё ветерану войны?	жильё ветерану войны	жилье ветеранам ВОВ; обеспечение жильем; ветераны Великой Отечественной войны; улучшение жилищных условий; жилое помещение ветерану; субсидия на жилье; ветеран ВОВ; жилье участникам войны	ww2_housing	
