question_id	service_index	service_key	service_name_short	service_name_full	category	question_text	expected_service_hint	aliases_hint	question_profile	negative_terms
Q002_06	002	service_002	Жилье ветеранам ВОВ	Обеспечение жильем ветеранов Великой Отечественной войны	01_как_пишет_человек_в_чате	можно ли подать заявление на жильё ветерану войны через МФЦ или Госуслуги?	жильё ветерану войны	жилье ветеранам ВОВ; обеспечение жильем; ветераны Великой Отечественной войны; улучшение жилищных условий; жилое помещение ветерану; субсидия на жилье; ветеран ВОВ; жилье участникам войны	ww2_housing	
Q002_07	002	service_002	Жилье ветеранам ВОВ	Обеспечение жильем ветеранов Великой Отечественной войны	01_как_пишет_человек_в_чате	какие бумаги собрать для заявления на жильё ветерану войны?	жильё ветерану войны	жилье ветеранам ВОВ; обеспечение жильем; ветераны Великой Отечественной войны; улучшение жилищных условий; жилое помещение ветерану; субсидия на жилье; ветеран ВОВ; жилье участникам войны	ww2_housing	
Q002_08	002	service_002	Жилье ветеранам ВОВ	Обеспечение жильем ветеранов Великой Отечественной войны	01_как_пишет_человек_в_чате	сколько времени обычно занимает рассмотрение заявления на жильё ветерану войны?	жильё ветерану войны	жилье ветеранам ВОВ; обеспечение жильем; ветераны Великой Отечественной войны; улучшение жилищных условий; жилое помещение ветерану; субсидия на жилье; ветеран ВОВ; жилье участникам войны	ww2_housing	
Q002_09	002	service_002	Жилье ветеранам ВОВ	Обеспечение жильем ветеранов Великой Отечественной войны	01_как_пишет_человек_в_чате	когда придёт ответ по заявлению на жильё ветерану войны?	жильё ветерану войны	жилье ветеранам ВОВ; обеспечение жильем; ветераны Великой Отечественной войны; улучшение жилищных условий; жилое помещение ветерану; субсидия на жилье; ветеран ВОВ; жилье участникам войны	ww2_housing	
Q002_10	002	service_002	Жилье ветеранам ВОВ	Обеспечение жильем ветеранов Великой Отечественной войны	01_как_пишет_человек_в_чате	почему могут отказать, если я прошу жильё ветерану войны?	жильё ветерану войны	жилье ветеранам ВОВ; обеспечение жильем; ветераны Великой Отечественной войны; улучшение жилищных условий; жилое помещение ветерану; субсидия на жилье; ветеран ВОВ; жилье участникам войны	ww2_housing	
Q002_11	002	service_002	Жилье ветеранам ВОВ	Обеспечение жильем ветеранов Великой Отечественной войны	01_как_пишет_человек_в_чате	если я не могу сам прийти, может родственник подать заявление на жильё ветерану войны?	жильё ветерану войны	жилье ветеранам ВОВ; обеспечение жильем; ветераны Великой Отечественной войны; улучшение жилищных условий; жилое помещение ветерану; субсидия на жилье; ветеран ВОВ; жилье участникам войны	ww2_housing	
Q002_12	002	service_002	Жилье ветеранам ВОВ	Обеспечение жильем ветеранов Великой Отечественной войны	01_как_пишет_человек_в_чате	я уже обращался раньше, можно снова попросить жильё ветерану войны?	жильё ветерану войны	жилье ветеранам ВОВ; обеспечение жильем; ветераны Великой Отечественной войны; улучшение жилищных условий; жилое помещение ветерану; субсидия на жилье; ветеран ВОВ; жилье участникам войны	ww2_housing	
Q002_13	002	service_002	Жилье ветеранам ВОВ	Обеспечение жильем ветеранов Великой Отечественной войны	01_как_пишет_человек_в_чате	что делать, если ошибся в заявлении на жильё ветерану войны?	жильё ветерану войны	жилье ветеранам ВОВ; обеспечение жильем; ветераны Великой Отечественной войны; улучшение жилищных условий; жилое помещение ветерану; субсидия на жилье; ветеран ВОВ; жилье участникам войны	ww2_housing	
Q002_14	002	service_002	Жилье ветеранам ВОВ	Обеспечение жильем ветеранов Великой Отечественной войны	01_как_пишет_человек_в_чате	как понять, дадут ли деньги или просто оформят право на жильё ветерану войны?	жильё ветерану войны	жилье ветеранам ВОВ; обеспечение жильем; ветераны Великой Отечественной войны; улучшение жилищных условий; жилое помещение ветерану; субсидия на жилье; ветеран ВОВ; жилье участникам войны	ww2_housing	
Q002_15	002	service_002	Жилье ветеранам ВОВ	Обеспечение жильем ветеранов Великой Отечественной войны	01_как_пишет_человек_в_чате	срочно нужно оформить жильё ветерану войны, соцзащита с этим помогает?	жильё ветерану войны	жилье ветеранам ВОВ; обеспечение жильем; ветераны Великой Отечественной войны; улучшение жилищных условий; жилое помещение ветерану; субсидия на жилье; ветеран ВОВ; жилье участникам войны	ww2_housing	
Q003_01	003	service_003	"МСП женщинам, награжденых знаком ""Материнская слава"""	Предоставление мер социальной поддержки на улучшение жилищных условий женщин, награжденных Почетным знаком Красноярского края «Материнская слава»	01_как_пишет_человек_в_чате	многодетной матери нужно улучшить жильё, можно ли получить помощь от соцзащиты?	помощь с жильём за знак «Материнская слава»	Материнская слава; Почетный знак Материнская слава; жилье Матслава; улучшение жилищных условий; мсп на жилье; многодетная мать; женщина награжденная Материнская слава; жилищная поддержка	maternal_glory_housing	
Q003_02	003	service_003	"МСП женщинам, награжденых знаком ""Материнская слава"""	Предоставление мер социальной поддержки на улучшение жилищных условий женщин, награжденных Почетным знаком Красноярского края «Материнская слава»	01_как_пишет_человек_в_чате	я женщина со знаком «Материнская слава», могу ли подать заявление на помощь с жильём за знак «Материнская слава»?	помощь с жильём за знак «Материнская слава»	Материнская слава; Почетный знак Материнская слава; жилье Матслава; улучшение жилищных условий; мсп на жилье; многодетная мать; женщина награжденная Материнская слава; жилищная поддержка	maternal_glory_housing	
Q003_03	003	service_003	"МСП женщинам, награжденых знаком ""Материнская слава"""	Предоставление мер социальной поддержки на улучшение жилищных условий женщин, награжденных Почетным знаком Красноярского края «Материнская слава»	01_как_пишет_человек_в_чате	подскажите простыми словами, как оформить помощь с жильём за знак «Материнская слава»?	помощь с жильём за знак «Материнская слава»	Материнская слава; Почетный знак Материнская слава; жилье Матслава; улучшение жилищных условий; мсп на жилье; многодетная мать; женщина награжденная Материнская слава; жилищная поддержка	maternal_glory_housing	
Q003_04	003	service_003	"МСП женщинам, награжденых знаком ""Материнская слава"""	Предоставление мер социальной поддержки на улучшение жилищных условий женщин, награжденных Почетным знаком Красноярского края «Материнская слава»	01_как_пишет_человек_в_чате	куда идти, чтобы оформить помощь с жильём за знак «Материнская слава»?	помощь с жильём за знак «Материнская слава»	Материнская слава; Почетный знак Материнская слава; жилье Матслава; улучшение жилищных условий; мсп на жилье; многодетная мать; женщина награжденная Материнская слава; жилищная поддержка	maternal_glory_housing	
Q003_05	003	service_003	"МСП женщинам, награжденых знаком ""Материнская слава"""	Предоставление мер социальной поддержки на улучшение жилищных условий женщин, награжденных Почетным знаком Красноярского края «Материнская слава»	01_как_пишет_человек_в_чате	что нужно, чтобы получить помощь с жильём за знак «Материнская слава» без лишней беготни?	помощь с жильём за знак «Материнская слава»	Материнская слава; Почетный знак Материнская слава; жилье Матслава; улучшение жилищных условий; мсп на жилье; многодетная мать; женщина награжденная Материнская слава; жилищная поддержка	maternal_glory_housing	
Q003_06	003	service_003	"МСП женщинам, награжденых знаком ""Материнская слава"""	Предоставление мер социальной поддержки на улучшение жилищных условий женщин, награжденных Почетным знаком Красноярского края «Материнская слава»	01_как_пишет_человек_в_чате	можно ли подать заявление на помощь с жильём за знак «Материнская слава» через МФЦ или Госуслуги?	помощь с жильём за знак «Материнская слава»	Материнская слава; Почетный знак Материнская слава; жилье Матслава; улучшение жилищных условий; мсп на жилье; многодетная мать; женщина награжденная Материнская слава; жилищная поддержка	maternal_glory_housing	
Q003_07	003	service_003	"МСП женщинам, награжденых знаком ""Материнская слава"""	Предоставление мер социальной поддержки на улучшение жилищных условий женщин, награжденных Почетным знаком Красноярского края «Материнская слава»	01_как_пишет_человек_в_чате	какие бумаги собрать для заявления на помощь с жильём за знак «Материнская слава»?	помощь с жильём за знак «Материнская слава»	Материнская слава; Почетный знак Материнская слава; жилье Матслава; улучшение жилищных условий; мсп на жилье; многодетная мать; женщина награжденная Материнская слава; жилищная поддержка	maternal_glory_housing	
Q003_08	003	service_003	"МСП женщинам, награжденых знаком ""Материнская слава"""	Предоставление мер социальной поддержки на улучшение жилищных условий женщин, награжденных Почетным знаком Красноярского края «Материнская слава»	01_как_пишет_человек_в_чате	сколько времени обычно занимает рассмотрение заявления на помощь с жильём за знак «Материнская слава»?	помощь с жильём за знак «Материнская слава»	Материнская слава; Почетный знак Материнская слава; жилье Матслава; улучшение жилищных условий; мсп на жилье; многодетная мать; женщина награжденная Материнская слава; жилищная поддержка	maternal_glory_housing	
Q003_09	003	service_003	"МСП женщинам, награжденых знаком ""Материнская слава"""	Предоставление мер социальной поддержки на улучшение жилищных условий женщин, награжденных Почетным знаком Красноярского края «Материнская слава»	01_как_пишет_человек_в_чате	когда придёт ответ по заявлению на помощь с жильём за знак «Материнская слава»?	помощь с жильём за знак «Материнская слава»	Материнская слава; Почетный знак Материнская слава; жилье Матслава; улучшение жилищных условий; мсп на жилье; многодетная мать; женщина награжденная Материнская слава; жилищная поддержка	maternal_glory_housing	
Q003_10	003	service_003	"МСП женщинам, награжденых знаком ""Материнская слава"""	Предоставление мер социальной поддержки на улучшение жилищных условий женщин, награжденных Почетным знаком Красноярского края «Материнская слава»	01_как_пишет_человек_в_чате	почему могут отказать, если я прошу помощь с жильём за знак «Материнская слава»?	помощь с жильём за знак «Материнская слава»	Материнская слава; Почетный знак Материнская слава; жилье Матслава; улучшение жилищных условий; мсп на жилье; многодетная мать; женщина награжденная Материнская слава; жилищная поддержка	maternal_glory_housing	
Q003_11	003	service_003	"МСП женщинам, награжденых знаком ""Материнская слава"""	Предоставление мер социальной поддержки на улучшение жилищных условий женщин, награжденных Почетным знаком Красноярского края «Материнская слава»	01_как_пишет_человек_в_чате	если я не могу сам прийти, может родственник подать заявление на помощь с жильём за знак «Материнская слава»?	помощь с жильём за знак «Материнская слава»	Материнская слава; Почетный знак Материнская слава; жилье Матслава; улучшение жилищных условий; мсп на жилье; многодетная мать; женщина награжденная Материнская слава; жилищная поддержка	maternal_glory_housing	
Q003_12	003	service_003	"МСП женщинам, награжденых знаком ""Материнская слава"""	Предоставление мер социальной поддержки на улучшение жилищных условий женщин, награжденных Почетным знаком Красноярского края «Материнская слава»	01_как_пишет_человек_в_чате	я уже обращался раньше, можно снова попросить помощь с жильём за знак «Материнская слава»?	помощь с жильём за знак «Материнская слава»	Материнская слава; Почетный знак Материнская слава; жилье Матслава; улучшение жилищных условий; мсп на жилье; многодетная мать; женщина награжденная Материнская слава; жилищная поддержка	maternal_glory_housing	
Q003_13	003	service_003	"МСП женщинам, награжденых знаком ""Материнская слава"""	Предоставление мер социальной поддержки на улучшение жилищных условий женщин, награжденных Почетным знаком Красноярского края «Материнская слава»	01_как_пишет_человек_в_чате	что делать, если ошибся в заявлении на помощь с жильём за знак «Материнская слава»?	помощь с жильём за знак «Материнская слава»	Материнская слава; Почетный знак Материнская слава; жилье Матслава; улучшение жилищных условий; мсп на жилье; многодетная мать; женщина награжденная Материнская слава; жилищная поддержка	maternal_glory_housing	
Q003_14	003	service_003	"МСП женщинам, награжденых знаком ""Материнская слава"""	Предоставление мер социальной поддержки на улучшение жилищных условий женщин, награжденных Почетным знаком Красноярского края «Материнская слава»	01_как_пишет_человек_в_чате	как понять, дадут ли деньги или просто оформят право на помощь с жильём за знак «Материнская слава»?	помощь с жильём за знак «Материнская слава»	Материнская слава; Почетный знак Материнская слава; жилье Матслава; улучшение жилищных условий; мсп на жилье; многодетная мать; женщина награжденная Материнская слава; жилищная поддержка	maternal_glory_housing	
Q003_15	003	service_003	"МСП женщинам, награжденых знаком ""Материнская слава"""	Предоставление мер социальной поддержки на улучшение жилищных условий женщин, награжденных Почетным знаком Красноярского края «Материнская слава»	01_как_пишет_человек_в_чате	срочно нужно оформить помощь с жильём за знак «Материнская слава», соцзащита с этим помогает?	помощь с жильём за знак «Материнская слава»	Материнская слава; Почетный знак Материнская слава; жилье Матслава; улучшение жилищных условий; мсп на жилье; многодетная мать; женщина награжденная Материнская слава; жилищная поддержка	maternal_glory_housing	
Q004_01	004	service_004	ТСР инвалидам	Обеспечение инвалидов техническими средствами реабилитации	01_как_пишет_человек_в_чате	нужна коляска или другое средство реабилитации, можно ли получить помощь от соцзащиты?	техническое средство реабилитации	ТСР инвалидам; технические средства реабилитации; обеспечение ТСР; инвалид; средство реабилитации; кресло-коляска; протезно-ортопедические изделия; реабилитация инвалидов	rehab_aids	
Q004_02	004	service_004	ТСР инвалидам	Обеспечение инвалидов техническими средствами реабилитации	01_как_пишет_человек_в_чате	я инвалид, могу ли подать заявление на техническое средство реабилитации?	техническое средство реабилитации	ТСР инвалидам; технические средства реабилитации; обеспечение ТСР; инвалид; средство реабилитации; кресло-коляска; протезно-ортопедические изделия; реабилитация инвалидов	rehab_aids	
Q004_03	004	service_004	ТСР инвалидам	Обеспечение инвалидов техническими средствами реабилитации	01_как_пишет_человек_в_чате	подскажите простыми словами, как оформить техническое средство реабилитации?	техническое средство реабилитации	ТСР инвалидам; технические средства реабилитации; обеспечение ТСР; инвалид; средство реабилитации; кресло-коляска; протезно-ортопедические изделия; реабилитация инвалидов	rehab_aids	
Q004_04	004	service_004	ТСР инвалидам	Обеспечение инвалидов техническими средствами реабилитации	01_как_пишет_человек_в_чате	куда идти, чтобы оформить техническое средство реабилитации?	техническое средство реабилитации	ТСР инвалидам; технические средства реабилитации; обеспечение ТСР; инвалид; средство реабилитации; кресло-коляска; протезно-ортопедические изделия; реабилитация инвалидов	rehab_aids	
Q004_05	004	service_004	ТСР инвалидам	Обеспечение инвалидов техническими средствами реабилитации	01_как_пишет_человек_в_чате	что нужно, чтобы получить техническое средство реабилитации без лишней беготни?	техническое средство реабилитации	ТСР инвалидам; технические средства реабилитации; обеспечение ТСР; инвалид; средство реабилитации; кресло-коляска; протезно-ортопедические изделия; реабилитация инвалидов	rehab_aids	
Q004_06	004	service_004	ТСР инвалидам	Обеспечение инвалидов техническими средствами реабилитации	01_как_пишет_человек_в_чате	можно ли подать заявление на техническое средство реабилитации через МФЦ или Госуслуги?	техническое средство реабилитации	ТСР инвалидам; технические средства реабилитации; обеспечение ТСР; инвалид; средство реабилитации; кресло-коляска; протезно-ортопедические изделия; реабилитация инвалидов	rehab_aids	
